date,home_team,away_team,home_score,away_score,tournament,country,result
1872-11-30,Scotland,England,0.0,0.0,Friendly,Scotland,D
1873-03-08,England,Scotland,4.0,2.0,Friendly,England,H
1874-03-07,Scotland,England,2.0,1.0,Friendly,Scotland,H
1875-03-06,England,Scotland,2.0,2.0,Friendly,England,D
1876-03-04,Scotland,England,3.0,0.0,Friendly,Scotland,H
1876-03-25,Scotland,Wales,4.0,0.0,Friendly,Scotland,H
1877-03-03,England,Scotland,1.0,3.0,Friendly,England,A
1877-03-05,Wales,Scotland,0.0,2.0,Friendly,Wales,A
1878-03-02,Scotland,England,7.0,2.0,Friendly,Scotland,H
1878-03-23,Scotland,Wales,9.0,0.0,Friendly,Scotland,H
1879-01-18,England,Wales,2.0,1.0,Friendly,England,H
1879-04-05,England,Scotland,5.0,4.0,Friendly,England,H
1879-04-07,Wales,Scotland,0.0,3.0,Friendly,Wales,A
1880-03-13,Scotland,England,5.0,4.0,Friendly,Scotland,H
1880-03-15,Wales,England,2.0,3.0,Friendly,Wales,A
1880-03-27,Scotland,Wales,5.0,1.0,Friendly,Scotland,H
1881-02-26,England,Wales,0.0,1.0,Friendly,England,A
1881-03-12,England,Scotland,1.0,6.0,Friendly,England,A
1881-03-14,Wales,Scotland,1.0,5.0,Friendly,Wales,A
1882-02-18,Northern Ireland,England,0.0,13.0,Friendly,Northern Ireland,A
1882-02-25,Wales,Northern Ireland,7.0,1.0,Friendly,Wales,H
1882-03-11,Scotland,England,5.0,1.0,Friendly,Scotland,H
1882-03-13,Wales,England,5.0,3.0,Friendly,Wales,H
1882-03-25,Scotland,Wales,5.0,0.0,Friendly,Scotland,H
1883-02-03,England,Wales,5.0,0.0,Friendly,England,H
1883-02-24,England,Northern Ireland,7.0,0.0,Friendly,England,H
1883-03-10,England,Scotland,2.0,3.0,Friendly,England,A
1883-03-12,Wales,Scotland,0.0,3.0,Friendly,Wales,A
1883-03-17,Northern Ireland,Wales,1.0,1.0,Friendly,Northern Ireland,D
1884-01-26,Northern Ireland,Scotland,0.0,5.0,British Home Championship,Northern Ireland,A
1884-02-09,Wales,Northern Ireland,6.0,0.0,British Home Championship,Wales,H
1884-02-23,Northern Ireland,England,1.0,8.0,British Home Championship,Northern Ireland,A
1884-03-15,Scotland,England,1.0,0.0,British Home Championship,Scotland,H
1884-03-17,Wales,England,0.0,4.0,British Home Championship,Wales,A
1884-03-29,Scotland,Wales,4.0,1.0,British Home Championship,Scotland,H
1885-02-28,England,Northern Ireland,4.0,0.0,British Home Championship,England,H
1885-03-14,England,Wales,1.0,1.0,British Home Championship,England,D
1885-03-14,Scotland,Northern Ireland,8.0,2.0,British Home Championship,Scotland,H
1885-03-21,England,Scotland,1.0,1.0,British Home Championship,England,D
1885-03-23,Wales,Scotland,1.0,8.0,British Home Championship,Wales,A
1885-04-11,Northern Ireland,Wales,2.0,8.0,British Home Championship,Northern Ireland,A
1885-11-28,USA,Canada,0.0,1.0,Friendly,USA,A
1886-02-27,Wales,Northern Ireland,5.0,0.0,British Home Championship,Wales,H
1886-03-13,Northern Ireland,England,1.0,6.0,British Home Championship,Northern Ireland,A
1886-03-20,Northern Ireland,Scotland,2.0,7.0,British Home Championship,Northern Ireland,A
1886-03-27,Scotland,England,1.0,1.0,British Home Championship,Scotland,D
1886-03-29,Wales,England,1.0,3.0,British Home Championship,Wales,A
1886-04-10,Scotland,Wales,4.0,1.0,British Home Championship,Scotland,H
1886-11-25,USA,Canada,3.0,2.0,Friendly,USA,H
1887-02-05,England,Northern Ireland,7.0,0.0,British Home Championship,England,H
1887-02-19,Scotland,Northern Ireland,4.0,1.0,British Home Championship,Scotland,H
1887-02-26,England,Wales,4.0,0.0,British Home Championship,England,H
1887-03-12,Northern Ireland,Wales,4.0,1.0,British Home Championship,Northern Ireland,H
1887-03-19,England,Scotland,2.0,3.0,British Home Championship,England,A
1887-03-21,Wales,Scotland,0.0,2.0,British Home Championship,Wales,A
1888-02-04,England,Wales,5.0,1.0,British Home Championship,England,H
1888-03-03,Wales,Northern Ireland,11.0,0.0,British Home Championship,Wales,H
1888-03-10,Scotland,Wales,5.0,1.0,British Home Championship,Scotland,H
1888-03-17,Scotland,England,0.0,5.0,British Home Championship,Scotland,A
1888-03-24,Northern Ireland,Scotland,2.0,10.0,British Home Championship,Northern Ireland,A
1888-04-07,Northern Ireland,England,1.0,5.0,British Home Championship,Northern Ireland,A
1888-09-19,Scotland,Canada,4.0,0.0,Friendly,Scotland,H
1889-02-23,England,Wales,4.0,1.0,British Home Championship,England,H
1889-03-02,England,Northern Ireland,6.0,1.0,British Home Championship,England,H
1889-03-09,Scotland,Northern Ireland,7.0,0.0,British Home Championship,Scotland,H
1889-04-13,England,Scotland,2.0,3.0,British Home Championship,England,A
1889-04-15,Wales,Scotland,0.0,0.0,British Home Championship,Wales,D
1889-04-27,Northern Ireland,Wales,1.0,3.0,British Home Championship,Northern Ireland,A
1890-02-08,Wales,Northern Ireland,5.0,2.0,British Home Championship,England,H
1890-03-15,Northern Ireland,England,1.0,9.0,British Home Championship,Northern Ireland,A
1890-03-15,Wales,England,1.0,3.0,British Home Championship,Wales,A
1890-03-22,Scotland,Wales,5.0,0.0,British Home Championship,Scotland,H
1890-03-29,Northern Ireland,Scotland,1.0,4.0,British Home Championship,Northern Ireland,A
1890-04-05,Scotland,England,1.0,1.0,British Home Championship,Scotland,D
1891-02-07,Northern Ireland,Wales,7.0,2.0,British Home Championship,Northern Ireland,H
1891-03-07,England,Wales,4.0,1.0,British Home Championship,England,H
1891-03-07,England,Northern Ireland,6.0,1.0,British Home Championship,England,H
1891-03-21,Wales,Scotland,3.0,4.0,British Home Championship,Wales,A
1891-03-28,Scotland,Northern Ireland,2.0,1.0,British Home Championship,Scotland,H
1891-04-06,England,Scotland,2.0,1.0,British Home Championship,England,H
1892-02-27,Wales,Northern Ireland,1.0,1.0,British Home Championship,Wales,D
1892-03-05,Northern Ireland,England,0.0,2.0,British Home Championship,Northern Ireland,A
1892-03-05,Wales,England,0.0,2.0,British Home Championship,Wales,A
1892-03-19,Northern Ireland,Scotland,2.0,3.0,British Home Championship,Northern Ireland,A
1892-03-26,Scotland,Wales,6.0,1.0,British Home Championship,Scotland,H
1892-04-02,Scotland,England,1.0,4.0,British Home Championship,Scotland,A
1893-02-25,England,Northern Ireland,6.0,1.0,British Home Championship,England,H
1893-03-13,England,Wales,6.0,0.0,British Home Championship,England,H
1893-03-18,Wales,Scotland,0.0,8.0,British Home Championship,Wales,A
1893-03-25,Scotland,Northern Ireland,6.0,1.0,British Home Championship,Scotland,H
1893-04-01,England,Scotland,5.0,2.0,British Home Championship,England,H
1894-02-24,Wales,Northern Ireland,4.0,1.0,British Home Championship,Wales,H
1894-03-03,Northern Ireland,England,2.0,2.0,British Home Championship,Northern Ireland,D
1894-03-12,Wales,England,1.0,5.0,British Home Championship,Wales,A
1894-03-24,Scotland,Wales,5.0,2.0,British Home Championship,Scotland,H
1894-03-31,Northern Ireland,Scotland,1.0,2.0,British Home Championship,Northern Ireland,A
1894-04-07,Scotland,England,2.0,2.0,British Home Championship,Scotland,D
1895-03-09,England,Northern Ireland,9.0,0.0,British Home Championship,England,H
1895-03-16,Northern Ireland,Wales,2.0,2.0,British Home Championship,Northern Ireland,D
1895-03-18,England,Wales,1.0,1.0,British Home Championship,England,D
1895-03-23,Wales,Scotland,2.0,2.0,British Home Championship,Wales,D
1895-03-30,Scotland,Northern Ireland,3.0,1.0,British Home Championship,Scotland,H
1895-04-06,England,Scotland,3.0,0.0,British Home Championship,England,H
1896-02-29,Wales,Northern Ireland,6.0,1.0,British Home Championship,Wales,H
1896-03-07,Northern Ireland,England,0.0,2.0,British Home Championship,Northern Ireland,A
1896-03-16,Wales,England,1.0,9.0,British Home Championship,Wales,A
1896-03-21,Scotland,Wales,4.0,0.0,British Home Championship,Scotland,H
1896-03-28,Northern Ireland,Scotland,3.0,3.0,British Home Championship,Northern Ireland,D
1896-04-04,Scotland,England,2.0,1.0,British Home Championship,Scotland,H
1897-02-20,England,Northern Ireland,6.0,0.0,British Home Championship,England,H
1897-03-06,Northern Ireland,Wales,4.0,3.0,British Home Championship,Northern Ireland,H
1897-03-20,Wales,Scotland,2.0,2.0,British Home Championship,Wales,D
1897-03-27,Scotland,Northern Ireland,5.0,1.0,British Home Championship,Scotland,H
1897-03-29,England,Wales,4.0,0.0,British Home Championship,England,H
1897-04-03,England,Scotland,1.0,2.0,British Home Championship,England,A
1898-02-19,Wales,Northern Ireland,0.0,1.0,British Home Championship,Wales,A
1898-03-05,Northern Ireland,England,2.0,3.0,British Home Championship,Northern Ireland,A
1898-03-19,Scotland,Wales,5.0,2.0,British Home Championship,Scotland,H
1898-03-26,Northern Ireland,Scotland,0.0,3.0,British Home Championship,Northern Ireland,A
1898-03-28,Wales,England,0.0,3.0,British Home Championship,Wales,A
1898-04-02,Scotland,England,1.0,3.0,British Home Championship,Scotland,A
1899-02-18,England,Northern Ireland,13.0,2.0,British Home Championship,England,H
1899-03-04,Northern Ireland,Wales,1.0,0.0,British Home Championship,Northern Ireland,H
1899-03-18,Wales,Scotland,0.0,6.0,British Home Championship,Wales,A
1899-03-20,England,Wales,4.0,0.0,British Home Championship,England,H
1899-03-25,Scotland,Northern Ireland,9.0,1.0,British Home Championship,Scotland,H
1899-04-08,England,Scotland,2.0,1.0,British Home Championship,England,H
1900-02-03,Scotland,Wales,5.0,2.0,British Home Championship,Scotland,H
1900-02-24,Wales,Northern Ireland,2.0,0.0,British Home Championship,Wales,H
1900-03-03,Northern Ireland,Scotland,0.0,3.0,British Home Championship,Northern Ireland,A
1900-03-17,Northern Ireland,England,0.0,2.0,British Home Championship,Northern Ireland,A
1900-03-26,Wales,England,1.0,1.0,British Home Championship,Wales,D
1900-04-07,Scotland,England,4.0,1.0,British Home Championship,Scotland,H
1901-02-23,Scotland,Northern Ireland,11.0,0.0,British Home Championship,Scotland,H
1901-03-02,Wales,Scotland,1.0,1.0,British Home Championship,Wales,D
1901-03-09,England,Northern Ireland,3.0,0.0,British Home Championship,England,H
1901-03-18,England,Wales,6.0,0.0,British Home Championship,England,H
1901-03-23,Northern Ireland,Wales,0.0,1.0,British Home Championship,Northern Ireland,A
1901-03-30,England,Scotland,2.0,2.0,British Home Championship,England,D
1902-02-22,Wales,Northern Ireland,0.0,3.0,British Home Championship,Wales,A
1902-03-01,Northern Ireland,Scotland,1.0,5.0,British Home Championship,Northern Ireland,A
1902-03-03,Wales,England,0.0,0.0,British Home Championship,Wales,D
1902-03-15,Scotland,Wales,5.0,1.0,British Home Championship,Scotland,H
1902-03-22,Northern Ireland,England,0.0,1.0,British Home Championship,Northern Ireland,A
1902-05-03,England,Scotland,2.0,2.0,British Home Championship,England,D
1902-07-20,Uruguay,Argentina,0.0,6.0,Friendly,Uruguay,A
1902-10-12,Austria,Hungary,5.0,0.0,Friendly,Austria,H
1903-02-14,England,Northern Ireland,4.0,0.0,British Home Championship,England,H
1903-03-02,England,Wales,2.0,1.0,British Home Championship,England,H
1903-03-09,Wales,Scotland,0.0,1.0,British Home Championship,Wales,A
1903-03-21,Scotland,Northern Ireland,0.0,2.0,British Home Championship,Scotland,A
1903-03-28,Northern Ireland,Wales,2.0,0.0,British Home Championship,Northern Ireland,H
1903-04-04,England,Scotland,1.0,2.0,British Home Championship,England,A
1903-04-05,Hungary,Czechia,2.0,1.0,Friendly,Hungary,H
1903-06-11,Hungary,Austria,3.0,2.0,Friendly,Hungary,H
1903-09-13,Argentina,Uruguay,2.0,3.0,Friendly,Argentina,A
1903-10-11,Austria,Hungary,4.0,2.0,Friendly,Austria,H
1904-02-29,Wales,England,2.0,2.0,British Home Championship,Wales,D
1904-03-12,Northern Ireland,England,1.0,3.0,British Home Championship,Northern Ireland,A
1904-03-12,Scotland,Wales,1.0,1.0,British Home Championship,Scotland,D
1904-03-21,Wales,Northern Ireland,0.0,1.0,British Home Championship,Wales,A
1904-03-26,Northern Ireland,Scotland,1.0,1.0,British Home Championship,Northern Ireland,D
1904-04-09,Scotland,England,0.0,1.0,British Home Championship,Scotland,A
1904-05-01,Belgium,France,3.0,3.0,Ãvence CoppÃ©e Trophy,Belgium,D
1904-06-02,Hungary,Austria,3.0,0.0,Friendly,Hungary,H
1904-10-09,Austria,Hungary,5.0,4.0,Friendly,Austria,H
1905-02-12,France,Switzerland,1.0,0.0,Friendly,France,H
1905-02-25,England,Northern Ireland,1.0,1.0,British Home Championship,England,D
1905-03-06,Wales,Scotland,3.0,1.0,British Home Championship,Wales,H
1905-03-18,Scotland,Northern Ireland,4.0,0.0,British Home Championship,Scotland,H
1905-03-27,England,Wales,3.0,1.0,British Home Championship,England,H
1905-04-01,England,Scotland,1.0,0.0,British Home Championship,England,H
1905-04-08,Northern Ireland,Wales,2.0,2.0,British Home Championship,Northern Ireland,D
1905-04-09,Hungary,Austria,0.0,0.0,Friendly,Hungary,D
1905-04-30,Belgium,Netherlands,1.0,4.0,Friendly,Belgium,A
1905-05-07,Belgium,France,7.0,0.0,Friendly,Belgium,H
1905-05-14,Netherlands,Belgium,4.0,0.0,Friendly,Netherlands,H
1905-08-15,Argentina,Uruguay,0.0,0.0,Copa Lipton,Argentina,D
1906-02-17,Northern Ireland,England,0.0,5.0,British Home Championship,Northern Ireland,A
1906-03-03,Scotland,Wales,0.0,2.0,British Home Championship,Scotland,A
1906-03-17,Northern Ireland,Scotland,0.0,1.0,British Home Championship,Northern Ireland,A
1906-03-19,Wales,England,0.0,1.0,British Home Championship,Wales,A
1906-04-01,Hungary,Czechia,1.0,1.0,Friendly,Hungary,D
1906-04-02,Wales,Northern Ireland,4.0,4.0,British Home Championship,Wales,D
1906-04-07,Scotland,England,2.0,1.0,British Home Championship,Scotland,H
1906-04-22,France,Belgium,0.0,5.0,Friendly,France,A
1906-04-29,Belgium,Netherlands,5.0,0.0,Friendly,Belgium,H
1906-05-13,Netherlands,Belgium,2.0,3.0,Friendly,Netherlands,A
1906-08-15,Uruguay,Argentina,0.0,2.0,Copa Lipton,Uruguay,A
1906-10-07,Czechia,Hungary,4.0,4.0,Friendly,Czechia,D
1906-10-21,Argentina,Uruguay,2.0,1.0,Copa Newton,Argentina,H
1906-11-04,Hungary,Austria,3.0,1.0,Friendly,Hungary,H
1907-02-16,England,Northern Ireland,1.0,0.0,British Home Championship,England,H
1907-02-23,Northern Ireland,Wales,2.0,3.0,British Home Championship,Northern Ireland,A
1907-03-04,Wales,Scotland,1.0,0.0,British Home Championship,Wales,H
1907-03-16,Scotland,Northern Ireland,3.0,0.0,British Home Championship,Scotland,H
1907-03-18,England,Wales,1.0,1.0,British Home Championship,England,D
1907-04-06,England,Scotland,1.0,1.0,British Home Championship,England,D
1907-04-07,Hungary,Czechia,5.0,2.0,Friendly,Hungary,H
1907-04-14,Belgium,Netherlands,1.0,3.0,Friendly,Belgium,A
1907-04-21,Belgium,France,1.0,2.0,Friendly,Belgium,A
1907-05-05,Austria,Hungary,3.0,1.0,Friendly,Austria,H
1907-05-09,Netherlands,Belgium,1.0,2.0,Friendly,Netherlands,A
1907-10-06,Czechia,Hungary,5.0,3.0,Friendly,Czechia,H
1907-11-03,Hungary,Austria,4.0,1.0,Friendly,Hungary,H
1908-02-15,Northern Ireland,England,1.0,3.0,British Home Championship,Northern Ireland,A
1908-03-07,Scotland,Wales,2.0,1.0,British Home Championship,Scotland,H
1908-03-08,Switzerland,France,1.0,2.0,Friendly,Switzerland,A
1908-03-14,Northern Ireland,Scotland,0.0,5.0,British Home Championship,Northern Ireland,A
1908-03-16,Wales,England,1.0,7.0,British Home Championship,Wales,A
1908-03-29,Belgium,Netherlands,1.0,4.0,Friendly,Belgium,A
1908-04-04,Scotland,England,1.0,1.0,British Home Championship,Scotland,D
1908-04-05,Hungary,Czechia,5.0,2.0,Friendly,Hungary,H
1908-04-05,Switzerland,Germany,5.0,3.0,Friendly,Switzerland,H
1908-04-11,Wales,Northern Ireland,0.0,1.0,British Home Championship,Wales,A
1908-04-12,France,Belgium,1.0,2.0,Friendly,France,A
1908-04-26,Netherlands,Belgium,3.0,1.0,Friendly,Netherlands,H
1908-05-03,Austria,Hungary,4.0,0.0,Friendly,Austria,H
1908-05-10,Netherlands,France,4.0,1.0,Friendly,Netherlands,H
1908-06-06,Austria,England,1.0,6.0,Friendly,Austria,A
1908-06-07,Austria,Germany,3.0,2.0,Friendly,Austria,H
1908-06-08,Austria,England,1.0,11.0,Friendly,Austria,A
1908-06-10,Hungary,England,0.0,7.0,Friendly,Hungary,A
1908-06-13,Czechia,England,0.0,4.0,Friendly,Czechia,A
1908-07-12,Sweden,Norway,11.0,3.0,Friendly,Sweden,H
1908-08-15,Uruguay,Argentina,2.0,2.0,Copa Lipton,Uruguay,D
1908-09-13,Argentina,Uruguay,2.0,1.0,Copa Newton,Argentina,H
1908-10-04,Argentina,Uruguay,0.0,1.0,Copa Premio Honor Argentino,Argentina,A
1908-10-25,Netherlands,Sweden,5.0,3.0,Friendly,Netherlands,H
1908-10-26,Belgium,Sweden,2.0,1.0,Friendly,Belgium,H
1908-11-01,Hungary,Austria,5.0,3.0,Friendly,Hungary,H
1909-02-13,England,Northern Ireland,4.0,0.0,British Home Championship,England,H
1909-03-01,Wales,Scotland,3.0,2.0,British Home Championship,Wales,H
1909-03-15,England,Wales,2.0,0.0,British Home Championship,England,H
1909-03-15,Scotland,Northern Ireland,5.0,0.0,British Home Championship,Scotland,H
1909-03-20,Northern Ireland,Wales,2.0,3.0,British Home Championship,Northern Ireland,A
1909-03-21,Belgium,Netherlands,1.0,4.0,Friendly,Belgium,A
1909-04-03,England,Scotland,2.0,0.0,British Home Championship,England,H
1909-04-04,Germany,Switzerland,1.0,0.0,Friendly,Germany,H
1909-04-04,Hungary,Germany,3.0,3.0,Friendly,Hungary,D
1909-04-25,Netherlands,Belgium,4.0,1.0,Friendly,Netherlands,H
1909-05-02,Austria,Hungary,3.0,4.0,Friendly,Austria,A
1909-05-09,Belgium,France,5.0,2.0,Friendly,Belgium,H
1909-05-29,Hungary,England,2.0,4.0,Friendly,Hungary,A
1909-05-30,Hungary,Austria,1.0,1.0,Friendly,Hungary,D
1909-05-31,Hungary,England,2.0,8.0,Friendly,Hungary,A
1909-06-01,Austria,England,1.0,8.0,Friendly,Austria,A
1909-08-15,Argentina,Uruguay,2.0,1.0,Copa Lipton,Argentina,H
1909-09-19,Uruguay,Argentina,2.0,2.0,Copa Newton,Uruguay,D
1909-10-10,Argentina,Uruguay,3.0,1.0,Copa Premio Honor Argentino,Argentina,H
1909-11-07,Hungary,Austria,2.0,2.0,Friendly,Hungary,D
1910-02-12,Northern Ireland,England,1.0,1.0,British Home Championship,Northern Ireland,D
1910-03-05,Scotland,Wales,1.0,0.0,British Home Championship,Scotland,H
1910-03-13,Belgium,Netherlands,3.0,2.0,Friendly,Belgium,H
1910-03-14,Wales,England,0.0,1.0,British Home Championship,Wales,A
1910-03-19,Northern Ireland,Scotland,1.0,0.0,British Home Championship,Northern Ireland,H
1910-04-02,Scotland,England,2.0,0.0,British Home Championship,Scotland,H
1910-04-03,France,Belgium,0.0,4.0,Friendly,France,A
1910-04-03,Switzerland,Germany,2.0,3.0,Friendly,Switzerland,A
1910-04-10,Netherlands,Belgium,7.0,0.0,Friendly,Netherlands,H
1910-04-11,Wales,Northern Ireland,4.0,1.0,British Home Championship,Wales,H
1910-04-24,Netherlands,Germany,4.0,2.0,Friendly,Netherlands,H
1910-05-01,Austria,Hungary,2.0,1.0,Friendly,Austria,H
1910-05-15,Italy,France,6.0,2.0,Friendly,Italy,H
1910-05-16,Germany,Belgium,0.0,3.0,Friendly,Germany,A
1910-05-26,Hungary,Italy,6.0,1.0,Friendly,Hungary,H
1910-05-27,Argentina,Chile,3.0,1.0,Friendly,Argentina,H
1910-05-29,Chile,Uruguay,0.0,3.0,Friendly,Argentina,A
1910-06-05,Argentina,Chile,5.0,1.0,Friendly,Argentina,H
1910-06-12,Argentina,Uruguay,4.0,1.0,Friendly,Argentina,H
1910-08-15,Uruguay,Argentina,3.0,1.0,Copa Lipton,Uruguay,H
1910-09-11,Chile,Argentina,0.0,3.0,Friendly,Chile,A
1910-09-11,Norway,Sweden,0.0,4.0,Friendly,Norway,A
1910-10-16,Germany,Netherlands,1.0,2.0,Friendly,Germany,A
1910-11-06,Hungary,Austria,3.0,0.0,Friendly,Hungary,H
1910-11-13,Argentina,Uruguay,1.0,1.0,Copa Premio Honor Argentino,Argentina,D
1910-11-27,Argentina,Uruguay,2.0,6.0,Copa Premio Honor Argentino,Argentina,A
1911-01-01,France,Hungary,0.0,3.0,Friendly,France,A
1911-01-06,Italy,Hungary,0.0,1.0,Friendly,Italy,A
1911-01-08,Switzerland,Hungary,2.0,0.0,Friendly,Switzerland,H
1911-01-28,Northern Ireland,Wales,1.0,2.0,British Home Championship,Northern Ireland,A
1911-02-11,England,Northern Ireland,2.0,1.0,British Home Championship,England,H
1911-03-06,Wales,Scotland,2.0,2.0,British Home Championship,Wales,D
1911-03-13,England,Wales,3.0,0.0,British Home Championship,England,H
1911-03-18,Scotland,Northern Ireland,2.0,0.0,British Home Championship,Scotland,H
1911-03-19,Belgium,Netherlands,1.0,5.0,Friendly,Belgium,A
1911-03-26,Germany,Switzerland,6.0,2.0,Friendly,Germany,H
1911-04-01,England,Scotland,1.0,1.0,British Home Championship,England,D
1911-04-02,Netherlands,Belgium,3.0,1.0,Friendly,Netherlands,H
1911-04-09,France,Italy,2.0,2.0,Friendly,France,D
1911-04-23,Belgium,Germany,2.0,1.0,Friendly,Belgium,H
1911-04-23,Switzerland,France,5.0,2.0,Friendly,Switzerland,H
1911-04-30,Belgium,France,7.0,1.0,Friendly,Belgium,H
1911-05-07,Austria,Hungary,3.0,1.0,Friendly,Austria,H
1911-05-07,Italy,Switzerland,2.0,2.0,Friendly,Italy,D
1911-05-21,Switzerland,Italy,3.0,0.0,Friendly,Switzerland,H
1911-06-18,Sweden,Germany,2.0,4.0,Friendly,Sweden,A
1911-08-15,Argentina,Uruguay,0.0,2.0,Copa Lipton,Argentina,A
1911-09-17,Sweden,Norway,4.0,1.0,Friendly,Sweden,H
1911-09-17,Uruguay,Argentina,2.0,3.0,Copa Newton,Uruguay,A
1911-10-08,Uruguay,Argentina,1.0,1.0,Copa Premio Honor Uruguayo,Uruguay,D
1911-10-09,Germany,Austria,1.0,2.0,Friendly,Germany,A
1911-10-22,Argentina,Uruguay,2.0,0.0,Copa Premio Honor Argentino,Argentina,H
1911-10-22,Finland,Sweden,2.0,5.0,Friendly,Finland,A
1911-10-29,Germany,Sweden,1.0,3.0,Friendly,Germany,A
1911-10-29,Hungary,Switzerland,9.0,0.0,Friendly,Hungary,H
1911-10-29,Luxembourg,France,1.0,4.0,Friendly,Luxembourg,A
1911-10-29,Uruguay,Argentina,3.0,0.0,Copa Premio Honor Uruguayo,Uruguay,H
1911-11-05,Hungary,Austria,2.0,0.0,Friendly,Hungary,H
1911-12-17,Germany,Hungary,1.0,4.0,Friendly,Germany,A
1912-01-28,France,Belgium,1.0,1.0,Friendly,France,D
1912-02-10,Northern Ireland,England,1.0,6.0,British Home Championship,Northern Ireland,A
1912-02-18,France,Switzerland,4.0,1.0,Friendly,France,H
1912-02-20,Belgium,Switzerland,9.0,2.0,Friendly,Belgium,H
1912-03-02,Scotland,Wales,1.0,0.0,British Home Championship,Scotland,H
1912-03-10,Belgium,Netherlands,1.0,2.0,Friendly,Belgium,A
1912-03-11,Wales,England,0.0,2.0,British Home Championship,Wales,A
1912-03-16,Northern Ireland,Scotland,1.0,4.0,British Home Championship,Northern Ireland,A
1912-03-17,Italy,France,3.0,4.0,Friendly,Italy,A
1912-03-23,Scotland,England,1.0,1.0,British Home Championship,Scotland,D
1912-03-24,Netherlands,Germany,5.0,5.0,Friendly,Netherlands,D
1912-04-13,Wales,Northern Ireland,2.0,3.0,British Home Championship,Wales,A
1912-04-14,Hungary,Germany,4.0,4.0,Friendly,Hungary,D
1912-04-28,Netherlands,Belgium,4.0,3.0,Friendly,Netherlands,H
1912-05-05,Austria,Hungary,1.0,1.0,Friendly,Austria,D
1912-05-05,Switzerland,Germany,1.0,2.0,Friendly,Switzerland,A
1912-06-16,Norway,Sweden,1.0,2.0,Friendly,Norway,A
1912-06-20,Sweden,Hungary,2.0,2.0,Friendly,Sweden,D
1912-06-23,Norway,Hungary,0.0,6.0,Friendly,Norway,A
1912-06-27,Sweden,Finland,7.0,1.0,Friendly,Sweden,H
1912-06-30,Austria,Italy,5.0,1.0,Friendly,Sweden,H
1912-07-01,Austria,Norway,1.0,1.0,Friendly,Sweden,D
1912-07-03,Hungary,Austria,3.0,0.0,Friendly,Sweden,H
1912-07-03,Norway,Russia,2.0,1.0,Friendly,Sweden,H
1912-07-05,Netherlands,Austria,3.0,1.0,Friendly,Sweden,H
1912-07-12,Russia,Hungary,0.0,9.0,Friendly,Russia,A
1912-07-14,Russia,Hungary,0.0,12.0,Friendly,Russia,A
1912-08-15,Uruguay,Argentina,2.0,0.0,Copa Lipton,Uruguay,H
1912-08-25,Uruguay,Argentina,3.0,0.0,Copa Premio Honor Uruguayo,Uruguay,H
1912-09-22,Argentina,Uruguay,0.0,1.0,Copa Premio Honor Argentino,Argentina,A
1912-10-06,Argentina,Uruguay,3.0,3.0,Copa Newton,Argentina,D
1912-10-06,Denmark,Germany,3.0,1.0,Friendly,Denmark,H
1912-11-03,Hungary,Austria,4.0,0.0,Friendly,Hungary,H
1912-11-03,Sweden,Norway,4.0,2.0,Friendly,Sweden,H
1912-11-17,Germany,Netherlands,2.0,3.0,Friendly,Germany,A
1912-12-01,Uruguay,Argentina,1.0,3.0,Friendly,Uruguay,A
1912-12-22,Italy,Austria,1.0,3.0,Friendly,Italy,A
1913-01-12,France,Italy,1.0,0.0,Friendly,France,H
1913-01-18,Northern Ireland,Wales,0.0,1.0,British Home Championship,Northern Ireland,A
1913-02-15,Northern Ireland,England,2.0,1.0,British Home Championship,Northern Ireland,H
1913-02-16,Belgium,France,3.0,0.0,Friendly,Belgium,H
1913-03-03,Wales,Scotland,0.0,0.0,British Home Championship,Wales,D
1913-03-09,Belgium,Netherlands,3.0,3.0,Friendly,Belgium,D
1913-03-09,Switzerland,France,1.0,4.0,Friendly,Switzerland,A
1913-03-15,Northern Ireland,Scotland,1.0,2.0,British Home Championship,Northern Ireland,A
1913-03-17,England,Wales,4.0,3.0,British Home Championship,England,H
1913-04-05,England,Scotland,1.0,0.0,British Home Championship,England,H
1913-04-20,France,Luxembourg,8.0,0.0,Friendly,France,H
1913-04-20,Netherlands,Belgium,2.0,4.0,Friendly,Netherlands,A
1913-04-27,Austria,Hungary,1.0,4.0,Friendly,Austria,A
1913-05-01,Italy,Belgium,1.0,0.0,Friendly,Italy,H
1913-05-04,Russia,Sweden,1.0,4.0,Friendly,Russia,A
1913-05-04,Switzerland,Belgium,1.0,2.0,Friendly,Switzerland,A
1913-05-18,Germany,Switzerland,1.0,2.0,Friendly,Germany,A
1913-05-18,Hungary,Sweden,2.0,0.0,Friendly,Hungary,H
1913-05-25,Denmark,Sweden,8.0,0.0,Friendly,Denmark,H
1913-06-08,Sweden,Norway,9.0,0.0,Friendly,Sweden,H
1913-06-15,Argentina,Uruguay,1.0,1.0,Friendly,Argentina,D
1913-06-15,Austria,Italy,2.0,0.0,Friendly,Austria,H
1913-07-09,Argentina,Uruguay,2.0,1.0,Friendly,Argentina,H
1913-08-15,Argentina,Uruguay,4.0,0.0,Copa Lipton,Argentina,H
1913-08-31,Argentina,Uruguay,2.0,0.0,Copa Premio Honor Argentino,Argentina,H
1913-09-14,Russia,Norway,1.0,1.0,Friendly,Russia,D
1913-09-21,Chile,Argentina,0.0,2.0,Friendly,Chile,A
