date,home_team,away_team,home_score,away_score,tournament,country,result
2015-06-07,Kenya,South Sudan,2.0,0.0,Friendly,Rwanda,H
2015-06-07,Russia,Belarus,4.0,2.0,Friendly,Russia,H
2015-06-07,Rwanda,Tanzania,2.0,0.0,Friendly,Rwanda,H
2015-06-07,Serbia,Azerbaijan,4.0,1.0,Friendly,Austria,H
2015-06-07,Nicaragua,Suriname,1.0,0.0,FIFA World Cup qualification,Nicaragua,H
2015-06-08,Denmark,Montenegro,2.0,1.0,Friendly,Denmark,H
2015-06-08,Egypt,Malawi,2.0,1.0,Friendly,Egypt,H
2015-06-08,Ghana,Togo,1.0,0.0,Friendly,Ghana,H
2015-06-08,Malta,Lithuania,2.0,0.0,Friendly,Malta,H
2015-06-08,Norway,Sweden,0.0,0.0,Friendly,Norway,D
2015-06-08,Turkiye,Bulgaria,4.0,0.0,Friendly,Turkiye,H
2015-06-09,Congo DR,Cameroon,1.0,1.0,Friendly,Belgium,D
2015-06-09,Finland,Estonia,0.0,2.0,Friendly,Finland,A
2015-06-09,Georgia,Ukraine,1.0,2.0,Friendly,Austria,A
2015-06-09,Luxembourg,Moldova,0.0,0.0,Friendly,Luxembourg,D
2015-06-09,Uganda,The Gambia,1.0,1.0,Friendly,Uganda,D
2015-06-10,Brazil,Honduras,1.0,0.0,Friendly,Brazil,H
2015-06-10,Curcao,Cuba,0.0,0.0,FIFA World Cup qualification,Curcao,D
2015-06-10,Germany,USA,1.0,2.0,Friendly,Germany,A
2015-06-10,Switzerland,Liechtenstein,3.0,0.0,Friendly,Switzerland,H
2015-06-10,Antigua and Barbuda,St Lucia,1.0,3.0,FIFA World Cup qualification,Antigua and Barbuda,A
2015-06-10,Aruba,Barbados,0.0,2.0,FIFA World Cup qualification,Aruba,A
2015-06-10,St Vincent and the Grenadines,Guyana,2.0,2.0,FIFA World Cup qualification,St Vincent and the Grenadines,D
2015-06-11,Afghanistan,Syria,0.0,6.0,FIFA World Cup qualification,IR Iran,A
2015-06-11,Bangladesh,Kyrgyz Republic,1.0,3.0,FIFA World Cup qualification,Bangladesh,A
2015-06-11,Cambodia,Singapore,0.0,4.0,FIFA World Cup qualification,Cambodia,A
2015-06-11,Chile,Ecuador,2.0,0.0,Copa América,Chile,H
2015-06-11,Dominican Republic,Belize,1.0,2.0,FIFA World Cup qualification,Dominican Republic,A
2015-06-11,Guam,Turkmenistan,1.0,0.0,FIFA World Cup qualification,Guam,H
2015-06-11,"Hong Kong, China",Bhutan,7.0,0.0,FIFA World Cup qualification,"Hong Kong, China",H
2015-06-11,India,Oman,1.0,2.0,FIFA World Cup qualification,India,A
2015-06-11,Japan,Iraq,4.0,0.0,Kirin Challenge Cup,Japan,H
2015-06-11,Korea Republic,United Arab Emirates,3.0,0.0,Friendly,Malaysia,H
2015-06-11,Laos,Myanmar,2.0,2.0,FIFA World Cup qualification,Laos,D
2015-06-11,Lebanon,Kuwait,0.0,1.0,FIFA World Cup qualification,Lebanon,A
2015-06-11,Malaysia,Timor-Leste,3.0,0.0,FIFA World Cup qualification,Malaysia,H
2015-06-11,Maldives,Qatar,0.0,1.0,FIFA World Cup qualification,Maldives,A
2015-06-11,Philippines,Bahrain,2.0,1.0,FIFA World Cup qualification,Philippines,H
2015-06-11,Saudi Arabia,Palestine,3.0,2.0,FIFA World Cup qualification,Saudi Arabia,H
2015-06-11,Spain,Costa Rica,2.0,1.0,Friendly,Spain,H
2015-06-11,Tajikistan,Jordan,1.0,3.0,FIFA World Cup qualification,Tajikistan,A
2015-06-11,Uzbekistan,IR Iran,0.0,1.0,Friendly,Uzbekistan,A
2015-06-11,Yemen,Korea DPR,0.0,3.0,FIFA World Cup qualification,Qatar,A
2015-06-11,Dominica,Canada,0.0,2.0,FIFA World Cup qualification,Dominica,A
2015-06-11,St Kitts and Nevis,El Salvador,2.0,2.0,FIFA World Cup qualification,St Kitts and Nevis,D
2015-06-12,Andorra,Cyprus,1.0,3.0,UEFA Euro qualification,Andorra,A
2015-06-12,Bosnia and Herzegovina,Israel,3.0,1.0,UEFA Euro qualification,Bosnia and Herzegovina,H
2015-06-12,Croatia,Italy,1.0,1.0,UEFA Euro qualification,Croatia,D
2015-06-12,Guinea,Eswatini,1.0,2.0,African Cup of Nations qualification,Morocco,A
2015-06-12,Iceland,Czechia,2.0,1.0,UEFA Euro qualification,Iceland,H
2015-06-12,Kazakhstan,Turkiye,0.0,1.0,UEFA Euro qualification,Kazakhstan,A
2015-06-12,Latvia,Netherlands,0.0,2.0,UEFA Euro qualification,Latvia,A
2015-06-12,Malta,Bulgaria,0.0,1.0,UEFA Euro qualification,Malta,A
2015-06-12,Mexico,Bolivia,0.0,0.0,Copa América,Chile,D
2015-06-12,Morocco,Libya,1.0,0.0,African Cup of Nations qualification,Morocco,H
2015-06-12,Norway,Azerbaijan,0.0,0.0,UEFA Euro qualification,Norway,D
2015-06-12,Tunisia,Djibouti,8.0,1.0,African Cup of Nations qualification,Tunisia,H
2015-06-12,Wales,Belgium,1.0,0.0,UEFA Euro qualification,Wales,H
2015-06-12,Puerto Rico,Grenada,1.0,0.0,FIFA World Cup qualification,Puerto Rico,H
2015-06-12,Guatemala,Bermuda,0.0,0.0,FIFA World Cup qualification,Guatemala,D
2015-06-13,Albania,France,1.0,0.0,Friendly,Albania,H
2015-06-13,Algeria,Seychelles,4.0,0.0,African Cup of Nations qualification,Algeria,H
2015-06-13,Angola,Central African Republic,4.0,0.0,African Cup of Nations qualification,Angola,H
2015-06-13,Argentina,Paraguay,2.0,2.0,Copa América,Chile,D
2015-06-13,Armenia,Portugal,2.0,3.0,UEFA Euro qualification,Armenia,A
2015-06-13,Burkina Faso,Comoros,2.0,0.0,African Cup of Nations qualification,Burkina Faso,H
2015-06-13,Cabo Verde,Sao Tome and Principe,7.0,1.0,African Cup of Nations qualification,Cabo Verde,H
2015-06-13,Denmark,Serbia,2.0,0.0,UEFA Euro qualification,Denmark,H
2015-06-13,Faroe Islands,Greece,2.0,1.0,UEFA Euro qualification,Faroe Islands,H
2015-06-13,Finland,Hungary,0.0,1.0,UEFA Euro qualification,Finland,A
2015-06-13,Gibraltar,Germany,0.0,7.0,UEFA Euro qualification,Portugal,A
2015-06-13,Republic of Ireland,Scotland,1.0,1.0,UEFA Euro qualification,Republic of Ireland,D
2015-06-13,Malawi,Zimbabwe,1.0,2.0,African Cup of Nations qualification,Malawi,A
2015-06-13,Mali,South Sudan,2.0,0.0,African Cup of Nations qualification,Mali,H
2015-06-13,Nigeria,Chad,2.0,0.0,African Cup of Nations qualification,Nigeria,H
2015-06-13,Northern Ireland,Romania,0.0,0.0,UEFA Euro qualification,Northern Ireland,D
2015-06-13,Poland,Georgia,4.0,0.0,UEFA Euro qualification,Poland,H
2015-06-13,Senegal,Burundi,3.0,1.0,African Cup of Nations qualification,Senegal,H
2015-06-13,South Africa,The Gambia,0.0,0.0,African Cup of Nations qualification,South Africa,D
2015-06-13,Uganda,Botswana,2.0,0.0,African Cup of Nations qualification,Uganda,H
2015-06-13,Uruguay,Jamaica,1.0,0.0,Copa América,Chile,H
2015-06-13,Zambia,Guinea-Bissau,0.0,0.0,African Cup of Nations qualification,Zambia,D
2015-06-14,Barbados,Aruba,0.0,3.0,FIFA World Cup qualification,Barbados,A
2015-06-14,Belarus,Spain,0.0,1.0,UEFA Euro qualification,Belarus,A
2015-06-14,Brazil,Peru,2.0,1.0,Copa América,Chile,H
2015-06-14,Cameroon,Mauritania,1.0,0.0,African Cup of Nations qualification,Cameroon,H
2015-06-14,Colombia,Venezuela,0.0,1.0,Copa América,Chile,A
2015-06-14,Congo,Kenya,1.0,1.0,African Cup of Nations qualification,Congo,D
2015-06-14,Congo DR,Madagascar,2.0,1.0,African Cup of Nations qualification,Congo DR,H
2015-06-14,Cuba,Curcao,1.0,1.0,FIFA World Cup qualification,Cuba,D
2015-06-14,Egypt,Tanzania,3.0,0.0,African Cup of Nations qualification,Egypt,H
2015-06-14,Equatorial Guinea,Benin,1.0,1.0,African Cup of Nations qualification,Equatorial Guinea,D
2015-06-14,Estonia,San Marino,2.0,0.0,UEFA Euro qualification,Estonia,H
2015-06-14,Ethiopia,Lesotho,2.0,1.0,African Cup of Nations qualification,Ethiopia,H
2015-06-14,Gabon,Cote d'Ivoire,0.0,0.0,Friendly,Gabon,D
2015-06-14,Ghana,Mauritius,7.0,1.0,African Cup of Nations qualification,Ghana,H
2015-06-14,Liechtenstein,Moldova,1.0,1.0,UEFA Euro qualification,Liechtenstein,D
2015-06-14,Lithuania,Switzerland,1.0,2.0,UEFA Euro qualification,Lithuania,A
2015-06-14,Mozambique,Rwanda,0.0,1.0,African Cup of Nations qualification,Mozambique,A
2015-06-14,Niger,Namibia,1.0,0.0,African Cup of Nations qualification,Niger,H
2015-06-14,Russia,Austria,0.0,1.0,UEFA Euro qualification,Russia,A
2015-06-14,Slovakia,North Macedonia,2.0,1.0,UEFA Euro qualification,Slovakia,H
2015-06-14,Slovenia,England,2.0,3.0,UEFA Euro qualification,Slovenia,A
2015-06-14,Sudan,Sierra Leone,1.0,0.0,African Cup of Nations qualification,Sudan,H
2015-06-14,Sweden,Montenegro,3.0,1.0,UEFA Euro qualification,Sweden,H
2015-06-14,Togo,Liberia,2.0,1.0,African Cup of Nations qualification,Togo,H
2015-06-14,Ukraine,Luxembourg,3.0,0.0,UEFA Euro qualification,Ukraine,H
2015-06-14,Belize,Dominican Republic,3.0,0.0,FIFA World Cup qualification,Belize,H
2015-06-14,Guyana,St Vincent and the Grenadines,4.0,4.0,FIFA World Cup qualification,Guyana,D
2015-06-14,Antigua and Barbuda,St Lucia,4.0,1.0,FIFA World Cup qualification,Antigua and Barbuda,H
2015-06-15,Chile,Mexico,3.0,3.0,Copa América,Chile,D
2015-06-15,Ecuador,Bolivia,2.0,3.0,Copa América,Chile,A
2015-06-15,Morocco,Tunisia,1.0,1.0,African Nations Championship,Morocco,D
2015-06-15,Bermuda,Guatemala,0.0,1.0,FIFA World Cup qualification,Bermuda,A
2015-06-16,Argentina,Uruguay,1.0,0.0,Copa América,Chile,H
2015-06-16,Bangladesh,Tajikistan,1.0,1.0,FIFA World Cup qualification,Bangladesh,D
2015-06-16,Bhutan,China PR,0.0,6.0,FIFA World Cup qualification,Bhutan,A
2015-06-16,Myanmar,Korea Republic,0.0,2.0,FIFA World Cup qualification,Thailand,A
2015-06-16,Cambodia,Afghanistan,0.0,1.0,FIFA World Cup qualification,Cambodia,A
2015-06-16,Timor-Leste,United Arab Emirates,0.0,3.0,FIFA World Cup qualification,Malaysia,A
2015-06-16,Grenada,Puerto Rico,2.0,0.0,FIFA World Cup qualification,Grenada,H
2015-06-16,Guam,India,2.0,1.0,FIFA World Cup qualification,Guam,H
2015-06-16,"Hong Kong, China",Maldives,2.0,0.0,FIFA World Cup qualification,"Hong Kong, China",H
2015-06-16,Italy,Portugal,0.0,1.0,Friendly,Switzerland,A
2015-06-16,Japan,Singapore,0.0,0.0,FIFA World Cup qualification,Japan,D
2015-06-16,Jordan,Trinidad and Tobago,3.0,0.0,Friendly,Jordan,H
2015-06-16,Korea DPR,Uzbekistan,4.0,2.0,FIFA World Cup qualification,Korea DPR,H
2015-06-16,Kyrgyz Republic,Australia,1.0,2.0,FIFA World Cup qualification,Kyrgyz Republic,A
2015-06-16,Laos,Lebanon,0.0,2.0,FIFA World Cup qualification,Laos,A
2015-06-16,Malaysia,Palestine,0.0,6.0,FIFA World Cup qualification,Malaysia,A
2015-06-16,Paraguay,Jamaica,1.0,0.0,Copa América,Chile,H
2015-06-16,Poland,Greece,0.0,0.0,Friendly,Poland,D
2015-06-16,South Africa,Angola,2.0,1.0,Friendly,South Africa,H
2015-06-16,Suriname,Nicaragua,1.0,3.0,FIFA World Cup qualification,Suriname,A
2015-06-16,Turkmenistan,IR Iran,1.0,1.0,FIFA World Cup qualification,Turkmenistan,D
2015-06-16,Yemen,Philippines,0.0,2.0,FIFA World Cup qualification,Qatar,A
2015-06-16,Canada,Dominica,4.0,0.0,FIFA World Cup qualification,Canada,H
2015-06-16,El Salvador,St Kitts and Nevis,4.0,1.0,FIFA World Cup qualification,El Salvador,H
2015-06-16,Chinese Taipei,Thailand,0.0,2.0,FIFA World Cup qualification,Chinese Taipei,A
2015-06-17,Brazil,Colombia,0.0,1.0,Copa América,Chile,A
2015-06-18,Peru,Venezuela,1.0,0.0,Copa América,Chile,H
2015-06-19,Chile,Bolivia,5.0,0.0,Copa América,Chile,H
2015-06-19,Mexico,Ecuador,1.0,2.0,Copa América,Chile,A
2015-06-20,Argentina,Jamaica,1.0,0.0,Copa América,Chile,H
2015-06-20,Mozambique,Seychelles,5.0,1.0,African Nations Championship,Mozambique,H
2015-06-20,Senegal,The Gambia,3.0,1.0,African Nations Championship,Senegal,H
2015-06-20,South Africa,Mauritius,3.0,0.0,African Nations Championship,South Africa,H
2015-06-20,Tanzania,Uganda,0.0,3.0,African Nations Championship,Tanzania,A
2015-06-20,Uruguay,Paraguay,1.0,1.0,Copa América,Chile,D
2015-06-21,Brazil,Venezuela,2.0,1.0,Copa América,Chile,H
2015-06-21,Colombia,Peru,0.0,0.0,Copa América,Chile,D
2015-06-21,Djibouti,Burundi,1.0,2.0,African Nations Championship,Djibouti,A
2015-06-21,Ethiopia,Kenya,2.0,0.0,African Nations Championship,Ethiopia,H
2015-06-21,Lesotho,Botswana,0.0,0.0,African Nations Championship,Lesotho,D
2015-06-21,Mauritania,Sierra Leone,2.0,1.0,African Nations Championship,Mauritania,H
2015-06-21,Morocco,Libya,3.0,0.0,African Nations Championship,Morocco,H
2015-06-21,Namibia,Zambia,2.0,1.0,African Nations Championship,Namibia,H
2015-06-21,Eswatini,Angola,2.0,2.0,African Nations Championship,Eswatini,D
2015-06-21,Zimbabwe,Comoros,2.0,0.0,African Nations Championship,Zimbabwe,H
2015-06-22,Guinea,Liberia,3.0,1.0,African Nations Championship,Mali,H
2015-06-24,Chile,Uruguay,1.0,0.0,Copa América,Chile,H
2015-06-25,Bolivia,Peru,1.0,3.0,Copa América,Chile,A
2015-06-26,Argentina,Colombia,0.0,0.0,Copa América,Chile,D
2015-06-27,Brazil,Paraguay,1.0,1.0,Copa América,Chile,D
2015-06-27,Mexico,Costa Rica,2.0,2.0,Friendly,USA,D
2015-06-29,Chile,Peru,2.0,1.0,Copa América,Chile,H
2015-06-30,Argentina,Paraguay,6.0,1.0,Copa América,Chile,H
2015-07-01,Honduras,Mexico,0.0,0.0,Friendly,USA,D
2015-07-03,Peru,Paraguay,2.0,0.0,Copa América,Chile,H
2015-07-04,Angola,Eswatini,2.0,0.0,African Nations Championship,Angola,H
2015-07-04,Chile,Argentina,0.0,0.0,Copa América,Chile,D
2015-07-04,Zambia,Namibia,2.0,1.0,African Nations Championship,Zambia,H
2015-07-06,Malawi,Uganda,1.0,0.0,Friendly,Malawi,H
2015-07-07,Panama,Haiti,1.0,1.0,Gold Cup,USA,D
2015-07-07,USA,Honduras,2.0,1.0,Gold Cup,USA,H
2015-07-08,Costa Rica,Jamaica,2.0,2.0,Gold Cup,USA,D
2015-07-08,El Salvador,Canada,0.0,0.0,Gold Cup,USA,D
2015-07-09,Mexico,Cuba,6.0,0.0,Gold Cup,USA,H
2015-07-09,Trinidad and Tobago,Guatemala,3.0,1.0,Gold Cup,USA,H
2015-07-10,Honduras,Panama,1.0,1.0,Gold Cup,USA,D
2015-07-10,USA,Haiti,1.0,0.0,Gold Cup,USA,H
2015-07-11,Costa Rica,El Salvador,1.0,1.0,Gold Cup,USA,D
2015-07-11,Jamaica,Canada,1.0,0.0,Gold Cup,USA,H
2015-07-12,Guatemala,Mexico,0.0,0.0,Gold Cup,USA,D
2015-07-12,Trinidad and Tobago,Cuba,2.0,0.0,Gold Cup,USA,H
2015-07-13,Honduras,Haiti,0.0,1.0,Gold Cup,USA,A
2015-07-13,USA,Panama,1.0,1.0,Gold Cup,USA,D
2015-07-14,Canada,Costa Rica,0.0,0.0,Gold Cup,Canada,D
2015-07-14,Jamaica,El Salvador,1.0,0.0,Gold Cup,Canada,H
2015-07-15,Guatemala,Cuba,0.0,1.0,Gold Cup,USA,A
2015-07-15,Trinidad and Tobago,Mexico,4.0,4.0,Gold Cup,USA,D
2015-07-18,Haiti,Jamaica,0.0,1.0,Gold Cup,USA,A
2015-07-18,USA,Cuba,6.0,0.0,Gold Cup,USA,H
2015-07-19,Mexico,Costa Rica,1.0,0.0,Gold Cup,USA,H
2015-07-19,Trinidad and Tobago,Panama,1.0,1.0,Gold Cup,USA,D
2015-07-22,Panama,Mexico,1.0,2.0,Gold Cup,USA,A
2015-07-22,USA,Jamaica,1.0,2.0,Gold Cup,USA,A
2015-07-25,USA,Panama,1.0,1.0,Gold Cup,USA,D
2015-07-26,Jamaica,Mexico,1.0,3.0,Gold Cup,USA,A
2015-08-02,China PR,Korea Republic,0.0,2.0,EAFF Championship,China PR,A
2015-08-02,Korea DPR,Japan,2.0,1.0,EAFF Championship,China PR,H
2015-08-05,China PR,Korea DPR,2.0,0.0,EAFF Championship,China PR,H
2015-08-05,Japan,Korea Republic,1.0,1.0,EAFF Championship,China PR,D
2015-08-09,China PR,Japan,1.0,1.0,EAFF Championship,China PR,D
2015-08-09,Korea Republic,Korea DPR,0.0,0.0,EAFF Championship,China PR,D
2015-08-19,Fiji,Tonga,5.0,0.0,Friendly,Fiji,H
2015-08-20,Cambodia,Bhutan,2.0,0.0,Friendly,Cambodia,H
2015-08-26,Lebanon,Iraq,2.0,3.0,Friendly,Lebanon,A
2015-08-27,Fiji,American Samoa,6.0,0.0,Friendly,Fiji,H
2015-08-28,Oman,Yemen,1.0,0.0,Friendly,Oman,H
2015-08-28,Qatar,Singapore,4.0,0.0,Friendly,Qatar,H
2015-08-28,Rwanda,Ethiopia,3.0,1.0,Friendly,Rwanda,H
2015-08-28,Tanzania,Libya,1.0,2.0,Friendly,Turkiye,A
2015-08-28,United Arab Emirates,Myanmar,1.0,0.0,Friendly,United Arab Emirates,H
2015-08-29,Laos,Cambodia,2.0,1.0,Friendly,Thailand,H
2015-08-29,Malaysia,Bangladesh,0.0,0.0,Friendly,Malaysia,D
2015-08-30,Niger,Burkina Faso,0.0,0.0,Friendly,Niger,D
2015-08-31,India,Nepal,0.0,0.0,Friendly,India,D
2015-08-31,Lebanon,Palestine,0.0,0.0,Friendly,Lebanon,D
2015-08-31,Samoa,American Samoa,3.0,2.0,FIFA World Cup qualification,Tonga,H
2015-08-31,Tonga,Cook Islands,0.0,3.0,FIFA World Cup qualification,Tonga,A
2015-09-01,Congo,Ghana,2.0,3.0,Friendly,Congo,A
2015-09-02,Cook Islands,Samoa,1.0,0.0,FIFA World Cup qualification,Tonga,H
2015-09-02,Tonga,American Samoa,1.0,2.0,FIFA World Cup qualification,Tonga,A
2015-09-03,Australia,Bangladesh,5.0,0.0,FIFA World Cup qualification,Australia,H
2015-09-03,Azerbaijan,Croatia,0.0,0.0,UEFA Euro qualification,Azerbaijan,D
2015-09-03,Bahrain,Korea DPR,0.0,1.0,FIFA World Cup qualification,Bahrain,A
2015-09-03,Belgium,Bosnia and Herzegovina,3.0,1.0,UEFA Euro qualification,Belgium,H
2015-09-03,Bulgaria,Norway,0.0,1.0,UEFA Euro qualification,Bulgaria,A
2015-09-03,China PR,"Hong Kong, China",0.0,0.0,FIFA World Cup qualification,China PR,D
2015-09-03,Cyprus,Wales,0.0,1.0,UEFA Euro qualification,Cyprus,A
2015-09-03,Czechia,Kazakhstan,2.0,1.0,UEFA Euro qualification,Czechia,H
2015-09-03,IR Iran,Guam,6.0,0.0,FIFA World Cup qualification,IR Iran,H
2015-09-03,Iraq,Chinese Taipei,5.0,1.0,FIFA World Cup qualification,IR Iran,H
2015-09-03,Israel,Andorra,4.0,0.0,UEFA Euro qualification,Israel,H
2015-09-03,Italy,Malta,1.0,0.0,UEFA Euro qualification,Italy,H
2015-09-03,Japan,Cambodia,3.0,0.0,FIFA World Cup qualification,Japan,H
2015-09-03,Jordan,Kyrgyz Republic,0.0,0.0,FIFA World Cup qualification,Jordan,D
2015-09-03,Korea Republic,Laos,8.0,0.0,FIFA World Cup qualification,Korea Republic,H
2015-09-03,Kuwait,Myanmar,9.0,0.0,FIFA World Cup qualification,Qatar,H
2015-09-03,Netherlands,Iceland,0.0,1.0,UEFA Euro qualification,Netherlands,A
2015-09-03,Oman,Turkmenistan,3.0,1.0,FIFA World Cup qualification,Oman,H
2015-09-03,Philippines,Maldives,2.0,0.0,Friendly,Philippines,H
2015-09-03,Qatar,Bhutan,15.0,0.0,FIFA World Cup qualification,Qatar,H
2015-09-03,Saudi Arabia,Timor-Leste,7.0,0.0,FIFA World Cup qualification,Saudi Arabia,H
2015-09-03,Syria,Singapore,1.0,0.0,FIFA World Cup qualification,Oman,H
2015-09-03,Thailand,Afghanistan,2.0,0.0,Friendly,Thailand,H
2015-09-03,Turkiye,Latvia,1.0,1.0,UEFA Euro qualification,Turkiye,D
2015-09-03,United Arab Emirates,Malaysia,10.0,0.0,FIFA World Cup qualification,United Arab Emirates,H
2015-09-03,Uzbekistan,Yemen,1.0,0.0,FIFA World Cup qualification,Uzbekistan,H
2015-09-04,American Samoa,Cook Islands,2.0,0.0,FIFA World Cup qualification,Tonga,H
2015-09-04,Curcao,El Salvador,0.0,1.0,FIFA World Cup qualification,Curcao,A
2015-09-04,Denmark,Albania,0.0,0.0,UEFA Euro qualification,Denmark,D
2015-09-04,Djibouti,Togo,0.0,2.0,African Cup of Nations qualification,Djibouti,A
2015-09-04,Faroe Islands,Northern Ireland,1.0,3.0,UEFA Euro qualification,Faroe Islands,A
2015-09-04,Georgia,Scotland,1.0,0.0,UEFA Euro qualification,Georgia,H
2015-09-04,Germany,Poland,3.0,1.0,UEFA Euro qualification,Germany,H
2015-09-04,Gibraltar,Republic of Ireland,0.0,4.0,UEFA Euro qualification,Portugal,A
2015-09-04,Greece,Finland,0.0,1.0,UEFA Euro qualification,Greece,A
2015-09-04,Grenada,Haiti,1.0,3.0,FIFA World Cup qualification,Grenada,A
2015-09-04,Hungary,Romania,0.0,0.0,UEFA Euro qualification,Hungary,D
2015-09-04,Portugal,France,0.0,1.0,Friendly,Portugal,A
2015-09-04,Serbia,Armenia,2.0,0.0,UEFA Euro qualification,Serbia,H
2015-09-04,Tonga,Samoa,0.0,3.0,FIFA World Cup qualification,Tonga,A
2015-09-04,Venezuela,Honduras,0.0,3.0,Friendly,Venezuela,A
2015-09-04,Antigua and Barbuda,Guatemala,1.0,0.0,FIFA World Cup qualification,Antigua and Barbuda,H
2015-09-04,Canada,Belize,3.0,0.0,FIFA World Cup qualification,Canada,H
2015-09-04,Jamaica,Nicaragua,2.0,3.0,FIFA World Cup qualification,Jamaica,A
2015-09-04,St Vincent and the Grenadines,Aruba,2.0,0.0,FIFA World Cup qualification,St Vincent and the Grenadines,H
2015-09-05,Argentina,Bolivia,7.0,0.0,Friendly,USA,H
2015-09-05,Austria,Moldova,1.0,0.0,UEFA Euro qualification,Austria,H
2015-09-05,Botswana,Burkina Faso,1.0,0.0,African Cup of Nations qualification,Botswana,H
2015-09-05,Chile,Paraguay,3.0,2.0,Friendly,Chile,H
2015-09-05,Comoros,Uganda,0.0,1.0,African Cup of Nations qualification,Comoros,A
2015-09-05,Costa Rica,Brazil,0.0,1.0,Friendly,USA,A
2015-09-05,Estonia,Lithuania,1.0,0.0,UEFA Euro qualification,Estonia,H
2015-09-05,Gabon,Sudan,4.0,0.0,Friendly,Gabon,H
2015-09-05,Guinea-Bissau,Congo,2.0,4.0,African Cup of Nations qualification,Guinea-Bissau,A
2015-09-05,Liberia,Tunisia,1.0,0.0,African Cup of Nations qualification,Liberia,H
2015-09-05,Luxembourg,North Macedonia,1.0,0.0,UEFA Euro qualification,Luxembourg,H
2015-09-05,Mauritania,South Africa,3.0,1.0,African Cup of Nations qualification,Mauritania,H
2015-09-05,Montenegro,Liechtenstein,2.0,0.0,UEFA Euro qualification,Montenegro,H
2015-09-05,Namibia,Senegal,0.0,2.0,African Cup of Nations qualification,Namibia,A
2015-09-05,Russia,Sweden,1.0,0.0,UEFA Euro qualification,Russia,H
2015-09-05,Rwanda,Ghana,0.0,1.0,African Cup of Nations qualification,Rwanda,A
2015-09-05,San Marino,England,0.0,6.0,UEFA Euro qualification,San Marino,A
2015-09-05,Sao Tome and Principe,Morocco,0.0,3.0,African Cup of Nations qualification,Sao Tome and Principe,A
2015-09-05,Seychelles,Ethiopia,1.0,1.0,African Cup of Nations qualification,Seychelles,D
2015-09-05,South Sudan,Equatorial Guinea,1.0,0.0,African Cup of Nations qualification,South Sudan,H
2015-09-05,Spain,Slovakia,2.0,0.0,UEFA Euro qualification,Spain,H
2015-09-05,Switzerland,Slovenia,3.0,2.0,UEFA Euro qualification,Switzerland,H
2015-09-05,Tanzania,Nigeria,0.0,0.0,African Cup of Nations qualification,Tanzania,D
2015-09-05,Ukraine,Belarus,3.0,1.0,UEFA Euro qualification,Ukraine,H
2015-09-06,Bosnia and Herzegovina,Andorra,3.0,0.0,UEFA Euro qualification,Bosnia and Herzegovina,H
2015-09-06,Central African Republic,Congo DR,2.0,0.0,African Cup of Nations qualification,Central African Republic,H
2015-09-06,Chad,Egypt,1.0,5.0,African Cup of Nations qualification,Chad,A
2015-09-06,Cyprus,Belgium,0.0,1.0,UEFA Euro qualification,Cyprus,A
2015-09-06,Iceland,Kazakhstan,0.0,0.0,UEFA Euro qualification,Iceland,D
2015-09-06,Italy,Bulgaria,1.0,0.0,UEFA Euro qualification,Italy,H
2015-09-06,Latvia,Czechia,1.0,2.0,UEFA Euro qualification,Latvia,A
2015-09-06,Lesotho,Algeria,1.0,3.0,African Cup of Nations qualification,Lesotho,A
2015-09-06,Libya,Cabo Verde,1.0,2.0,African Cup of Nations qualification,Egypt,A
2015-09-06,Madagascar,Angola,0.0,0.0,African Cup of Nations qualification,Madagascar,D
2015-09-06,Malta,Azerbaijan,2.0,2.0,UEFA Euro qualification,Malta,D
2015-09-06,Mauritius,Mozambique,1.0,0.0,African Cup of Nations qualification,Mauritius,H
2015-09-06,Norway,Croatia,2.0,0.0,UEFA Euro qualification,Norway,H
2015-09-06,Sierra Leone,Cote d'Ivoire,0.0,0.0,African Cup of Nations qualification,Nigeria,D
2015-09-06,Eswatini,Malawi,2.0,2.0,African Cup of Nations qualification,Eswatini,D
2015-09-06,Turkiye,Netherlands,3.0,0.0,UEFA Euro qualification,Turkiye,H
2015-09-06,Wales,Israel,0.0,0.0,UEFA Euro qualification,Wales,D
2015-09-07,Albania,Portugal,0.0,1.0,UEFA Euro qualification,Albania,A
2015-09-07,Armenia,Denmark,0.0,0.0,UEFA Euro qualification,Armenia,D
2015-09-07,Myanmar,Aotearoa New Zealand,1.0,1.0,Friendly,Myanmar,D
2015-09-07,Finland,Faroe Islands,1.0,0.0,UEFA Euro qualification,Finland,H
2015-09-07,France,Serbia,2.0,1.0,Friendly,France,H
2015-09-07,Republic of Ireland,Georgia,1.0,0.0,UEFA Euro qualification,Republic of Ireland,H
2015-09-07,Northern Ireland,Hungary,1.0,1.0,UEFA Euro qualification,Northern Ireland,D
2015-09-07,Poland,Gibraltar,8.0,1.0,UEFA Euro qualification,Poland,H
2015-09-07,Romania,Greece,0.0,0.0,UEFA Euro qualification,Romania,D
2015-09-07,Scotland,Germany,2.0,3.0,UEFA Euro qualification,Scotland,A
2015-09-08,USA,Brazil,1.0,4.0,Friendly,USA,A
2015-09-08,Afghanistan,Japan,0.0,6.0,FIFA World Cup qualification,IR Iran,A
2015-09-08,Bangladesh,Jordan,0.0,4.0,FIFA World Cup qualification,Bangladesh,A
2015-09-08,Belarus,Luxembourg,2.0,0.0,UEFA Euro qualification,Belarus,H
